ID;Instalacao LOCALIZACAO;Projeto LOCALIZACAO;NOME;MODELO;SERIAL;TAG;DATA DE ENTRADA;FABRICANTE;TIPO;DESCRICAO;Criptografado;Endereco hsWNet;Porcentagem Jiga;RSSI medio (dB);Resultado jiga;Status;ULTIMO INVENTARIO
9406788;-;-;83888025;White Knight;83888025;;03/06/2021;nexxto;Gateway; - ;Nao;83888025;59.0;-30.16949152542373;APROVADO;Em estoque;-
11569533;-;-;83888060;White Knight;83888060;;18/01/2022;nexxto;Gateway; - ;Nao;83888060;56.99999999999999;-23.82456140350877;APROVADO;Em estoque;-
8448334;-;-;83887673;White Knight;83887673;;18/01/2021;nexxto;Gateway; - ;Nao;83887673;59.0;-28.0;APROVADO;Em estoque;-
9406812;-;-;83888003;White Knight;83888003;;03/06/2021;nexxto;Gateway; - ;Nao;83888003;63.0;-30.19047619047619;APROVADO;Em estoque;-
8448343;-;-;83887670;White Knight;83887670;;18/01/2021;nexxto;Gateway; - ;Nao;83887670;64.0;-28.734375;APROVADO;Em estoque;-
13592851;-;-;83888209;White Knight;83888209;;01/08/2022;nexxto;Gateway; - ;;83888209;94.0;-46.02127659574468;APROVADO;Em estoque;-
13592870;Sao Camilo - Vila Mariana;Hospital Sao Camilo;83888206;White Knight;83888206;;01/08/2022;nexxto;Gateway; - ;;83888206;69.0;-27.463768115942027;APROVADO;Em estoque;-
9406821;-;-;83888006;White Knight;83888006;;03/06/2021;nexxto;Gateway; - ;Nao;83888006;65.0;-34.2;APROVADO;Em estoque;-
9406845;-;-;83888010;White Knight;83888010;;03/06/2021;nexxto;Gateway; - ;Nao;83888010;64.0;-48.25;APROVADO;Em estoque;-
6318483;-;-;83887198;White Knight;83887198;;13/04/2020;nexxto;Gateway; - ;Nao;83887198;52.0;-21.692307692307693;APROVADO;Em estoque;-
13592890;Sao Camilo - Vila Mariana;Hospital Sao Camilo;83886679;White Knight;83886679;;01/08/2022;nexxto;Gateway; - ;;83886679;69.0;-23.26086956521739;APROVADO;Em estoque;-
6318490;-;-;83887205;White Knight;83887205;;13/04/2020;nexxto;Gateway; - ;Nao;83887205;44.0;-38.88636363636363;APROVADO;Em estoque;-
13592881;-;-;83888195;White Knight;83888195;;01/08/2022;nexxto;Gateway; - ;;83888195;69.0;-32.01449275362319;APROVADO;Em estoque;-
11569846;-;-;83888074;White Knight;83888074;;18/01/2022;nexxto;Gateway; - ;Nao;83888074;57.99999999999999;-34.94827586206897;APROVADO;Em estoque;-
9194112;-;-;83887804;White Knight;83887804;;04/05/2021;nexxto;Gateway; - ;Nao;83887804;63.0;-31.50793650793651;APROVADO;Em estoque;-
11569855;ONC52 - Clion LF;Projeto Oncoclinicas;83888110;White Knight;83888110;;18/01/2022;nexxto;Gateway; - ;Nao;83888110;50.0;-51.3;APROVADO;Em estoque;-
9194141;ONC69 - CETTRO Asa Norte - Matriz;Projeto Oncoclinicas;83887806;White Knight;83887806;;04/05/2021;nexxto;Gateway; - ;Nao;83887806;59.0;-33.983050847457626;APROVADO;Em estoque;-
11569832;-;-;83888109;White Knight;83888109;;18/01/2022;nexxto;Gateway; - ;Nao;83888109;56.00000000000001;-39.125;APROVADO;Em estoque;-
9194132;-;-;83887839;White Knight;83887839;;04/05/2021;nexxto;Gateway; - ;Nao;83887839;53.0;-28.32075471698113;APROVADO;Em estoque;-
6318659;-;-;83887200;White Knight;83887200;;13/04/2020;nexxto;Gateway; - ;Nao;83887200;56.00000000000001;-33.142857142857146;APROVADO;Em estoque;-
11569823;-;-;83888087;White Knight;83888087;;18/01/2022;nexxto;Gateway; - ;Nao;83888087;55.00000000000001;-35.10909090909091;APROVADO;Em estoque;-
8448688;-;-;83887649;White Knight;83887649;;18/01/2021;nexxto;Gateway; - ;Nao;83887649;59.0;-27.54237288135593;APROVADO;Em estoque;-
13757164;-;-;83888247;White Knight;83888247;;17/08/2022;nexxto;Gateway; - ;;83888247;55.00000000000001;-21.836363636363636;APROVADO;Em estoque;-
6318624;-;-;83887203;White Knight;83887203;;13/04/2020;nexxto;Gateway; - ;Nao;83887203;46.0;-30.369565217391305;APROVADO;Em estoque;-
68160;KPMG - Osasco;-;83886582;White Knight;83886582;;05/05/2017;nexxto;Gateway; - ;Nao;83886582;64.0;-20.796875;APROVADO;Em estoque;-
8448712;-;-;83887642;White Knight;83887642;;18/01/2021;nexxto;Gateway; - ;Nao;83887642;54.0;-32.44444444444444;APROVADO;Em estoque;-
6318633;-;-;83887204;White Knight;83887204;;13/04/2020;nexxto;Gateway; - ;Nao;83887204;50.0;-43.28;APROVADO;Em estoque;-
11569890;-;-;83888133;White Knight;83888133;;18/01/2022;nexxto;Gateway; - ;Nao;83888133;52.0;-35.32692307692308;APROVADO;Em estoque;-
6318642;-;-;83887201;White Knight;83887201;;13/04/2020;nexxto;Gateway; - ;Nao;83887201;44.0;-25.25;APROVADO;Em estoque;-
5106197;Clinica Veterinaria Dra Doris Bruder;-;83886932;White Knight;83886932;;28/10/2019;nexxto;Gateway; - ;Nao;83886932;40.0;-25.05;APROVADO;Em estoque;-
6318651;-;-;83887193;White Knight;83887193;;13/04/2020;nexxto;Gateway; - ;Nao;83887193;50.0;-33.9;APROVADO;Em estoque;-
11569900;-;-;83888132;White Knight;83888132;;18/01/2022;nexxto;Gateway; - ;Nao;83888132;64.0;-36.296875;APROVADO;Em estoque;-
8448732;-;-;83887662;White Knight;83887662;;18/01/2021;nexxto;Gateway; - ;Nao;83887662;55.00000000000001;-36.527272727272724;APROVADO;Em estoque;-
11569874;-;-;83888086;White Knight;83888086;;18/01/2022;nexxto;Gateway; - ;Nao;83888086;62.0;-27.419354838709676;APROVADO;Em estoque;-
6318597;-;-;83887194;White Knight;83887194;;13/04/2020;nexxto;Gateway; - ;Nao;83887194;55.00000000000001;-27.90909090909091;APROVADO;Em estoque;-
8448746;-;-;83887700;White Knight;83887700;;18/01/2021;nexxto;Gateway; - ;Nao;83887700;56.00000000000001;-28.857142857142858;APROVADO;Em estoque;-
6318606;-;-;83887195;White Knight;83887195;;13/04/2020;nexxto;Gateway; - ;Nao;83887195;42.0;-49.333333333333336;APROVADO;Em estoque;-
9194211;-;-;83887837;White Knight;83887837;;04/05/2021;nexxto;Gateway; - ;Nao;83887837;65.0;-35.784615384615385;APROVADO;Em estoque;-
8448755;-;-;83887652;White Knight;83887652;;18/01/2021;nexxto;Gateway; - ;Nao;83887652;54.0;-28.703703703703702;APROVADO;Em estoque;-
6318615;-;-;83887197;White Knight;83887197;;13/04/2020;nexxto;Gateway; - ;Nao;83887197;54.0;-25.0;APROVADO;Em estoque;-
11569864;ONC72 - Kaplan Canoas;Projeto Oncoclinicas;83888135;White Knight;83888135;;18/01/2022;nexxto;Gateway; - ;Nao;83888135;65.0;-42.184615384615384;APROVADO;Em estoque;-
9194231;-;-;83887808;White Knight;83887808;;04/05/2021;nexxto;Gateway; - ;Nao;83887808;57.99999999999999;-33.12068965517241;APROVADO;Em estoque;-
13757101;-;-;83888240;White Knight;83888240;;17/08/2022;nexxto;Gateway; - ;;83888240;69.0;-31.0;APROVADO;Em estoque;-
4156095;BRF - Realeza;-;83886823;White Knight;83886823;;29/05/2019;nexxto;Gateway; - ;Nao;83886823;40.0;-31.25;APROVADO;Em estoque;-
5319382;-;-;83887146;White Knight;83887146;;26/11/2019;nexxto;Gateway; - ;Nao;83887146;48.0;-30.645833333333332;APROVADO;Em estoque;-
9193995;-;-;83887947;White Knight;83887947;;04/05/2021;nexxto;Gateway; - ;Nao;83887947;60.0;-32.03333333333333;APROVADO;Em estoque;-
13757014;-;-;83888230;White Knight;83888230;;17/08/2022;nexxto;Gateway; - ;;83888230;48.0;-38.75;APROVADO;Em estoque;-
4156086;Hospital Santa Catarina;-;83886826;White Knight;83886826;;29/05/2019;nexxto;Gateway;Localide: Farmacia Dispensacao - -IP: 10.4.6.110-;Nao;83886826;40.0;-32.65;APROVADO;Em estoque;-
5319391;-;-;83887111;White Knight;83887111;;26/11/2019;nexxto;Gateway; - ;Nao;83887111;61.0;-29.19672131147541;APROVADO;Em estoque;-
4156077;BRF - Faxinal dos Guedes;-;83886827;White Knight;83886827;;29/05/2019;nexxto;Gateway; - ;Nao;83886827;46.0;-31.282608695652176;APROVADO;Em estoque;-
5319364;Animall Vet;-;83887097;White Knight;83887097;;26/11/2019;nexxto;Gateway; - ;Nao;83887097;47.0;-29.574468085106382;APROVADO;Em estoque;-
4156068;Petz - Washington Luiz;-;83886792;White Knight;83886792;;29/05/2019;nexxto;Gateway; - ;Nao;83886792;57.99999999999999;-30.862068965517242;APROVADO;Em estoque;-
5319373;-;-;83887122;White Knight;83887122;;26/11/2019;nexxto;Gateway; - ;Nao;83887122;75.0;-27.52;APROVADO;Em estoque;-
6744824;-;-;83887383;White Knight;83887383;;16/06/2020;nexxto;Gateway; - ;Nao;83887383;75.0;-17.85333333333333;APROVADO;Em estoque;-
5106405;Oficina Animal;-;83886936;White Knight;83886936;;29/10/2019;nexxto;Gateway; - ;Nao;83886936;61.0;-37.09836065573771;APROVADO;Em estoque;-
5106427;Antonio Carlos de Oliveira - ME;-;83886945;White Knight;83886945;;29/10/2019;nexxto;Gateway; - ;Nao;83886945;52.0;-35.38461538461539;APROVADO;Em estoque;-
5319400;-;-;83887144;White Knight;83887144;;26/11/2019;nexxto;Gateway; - ;Nao;83887144;47.0;-31.4468085106383;APROVADO;Em estoque;-
5106416;Clinica Veterinaria Nova Odessa;-;83886954;White Knight;83886954;;29/10/2019;nexxto;Gateway; - ;Nao;83886954;60.0;-25.4;APROVADO;Em estoque;-
9194062;-;-;83887970;White Knight;83887970;;04/05/2021;nexxto;Gateway; - ;Nao;83887970;59.0;-23.25423728813559;APROVADO;Em estoque;-
5319319;Clinica Veterinaria Petropolis;-;83887114;White Knight;83887114;;26/11/2019;nexxto;Gateway; - ;Nao;83887114;60.0;-31.433333333333334;APROVADO;Em estoque;-
4156149;KPMG - Brasilia;-;83886796;White Knight;83886796;;29/05/2019;nexxto;Gateway; - ;Nao;83886796;38.0;-33.86842105263158;APROVADO;Em estoque;-
4156140;-;-;83886794;White Knight;83886794;;29/05/2019;nexxto;Gateway; - ;Nao;83886794;;;;Em estoque;-
5319301;Veterinario Sao Mateus;-;83887110;White Knight;83887110;;26/11/2019;nexxto;Gateway; - ;Nao;83887110;55.00000000000001;-27.87272727272727;APROVADO;Em estoque;-
4156131;-;-;83886798;White Knight;83886798;;29/05/2019;nexxto;Gateway; - ;Nao;83886798;;;;Em estoque;-
5319310;VT02 - HMDSA - Hospital Mater Dei Santo Agostinho;-;83887058;White Knight;83887058;;26/11/2019;nexxto;Gateway; - ;Nao;83887058;53.0;-34.471698113207545;APROVADO;Em estoque;-
5319346;VT04 - HMDC (Mater Dei Contorno);-;83887151;White Knight;83887151;;26/11/2019;nexxto;Gateway; - ;Nao;83887151;43.0;-33.604651162790695;APROVADO;Em estoque;-
13756978;-;-;83888232;White Knight;83888232;;17/08/2022;nexxto;Gateway; - ;;83888232;54.0;-27.203703703703702;APROVADO;Em estoque;-
4156122;-;-;83886824;White Knight;83886824;;29/05/2019;nexxto;Gateway; - ;Nao;83886824;39.0;-32.333333333333336;APROVADO;Em estoque;-
9194091;-;-;83887982;White Knight;83887982;;04/05/2021;nexxto;Gateway; - ;Nao;83887982;61.0;-32.032786885245905;APROVADO;Em estoque;-
5319355;Pet Shop do Patinho;-;83887152;White Knight;83887152;;26/11/2019;nexxto;Gateway; - ;Nao;83887152;31.0;-26.096774193548388;APROVADO;Em estoque;-
9194082;-;-;83887979;White Knight;83887979;;04/05/2021;nexxto;Gateway; - ;Nao;83887979;57.99999999999999;-23.086206896551722;APROVADO;Em estoque;-
4156113;Ofner - Socorro (Fabrica);-;83886820;White Knight;83886820;;29/05/2019;nexxto;Gateway; - ;Nao;83886820;57.99999999999999;-17.17241379310345;APROVADO;Em estoque;-
11569759;-;-;83888104;White Knight;83888104;;18/01/2022;nexxto;Gateway; - ;Nao;83888104;63.0;-32.44444444444444;APROVADO;Em estoque;-
5319328;Ventura Veterinaria e Pet Shop;-;83887096;White Knight;83887096;;26/11/2019;nexxto;Gateway; - ;Nao;83887096;56.00000000000001;-27.910714285714285;APROVADO;Em estoque;-
4156104;Oncomed - Unidade Lopes Trovao;-;83886828;White Knight;83886828;;29/05/2019;nexxto;Gateway; - ;Nao;83886828;45.0;-32.0;APROVADO;Em estoque;-
5319337;Pet Shop BBMax;-;83887113;White Knight;83887113;;26/11/2019;nexxto;Gateway; - ;Nao;83887113;56.99999999999999;-29.94736842105263;APROVADO;Em estoque;-
15092251;-;-;83888307;White Knight;83888307;;10/01/2023;nexxto;Gateway; - ;;83888307;56.99999999999999;-22.92982456140351;APROVADO;Em estoque;-
6949743;-;-;83887481;White Knight;83887481;;16/07/2020;nexxto;Gateway; - ;Nao;83887481;33.0;-34.60606060606061;APROVADO;Em estoque;-
9194379;-;-;83887934;White Knight;83887934;;04/05/2021;nexxto;Gateway; - ;Nao;83887934;53.0;-26.69811320754717;APROVADO;Em estoque;-
4156216;Vacinar - SP;-;83886821;White Knight;83886821;;29/05/2019;nexxto;Gateway;Equipamento localizado no o andar, ao lado da camara fria que e monitorada;Nao;83886821;46.0;-32.43478260869565;APROVADO;Em estoque;-
7236457;ONC39 PE - RT Recife;Projeto Oncoclinicas;83887664;White Knight;83887664;;27/08/2020;nexxto;Gateway; - ;Nao;83887664;52.0;-25.576923076923077;APROVADO;Em estoque;-
6949734;-;-;83887480;White Knight;83887480;;16/07/2020;nexxto;Gateway; - ;Nao;83887480;62.0;-16.20967741935484;APROVADO;Em estoque;-
4156207;BP Paulista;BP - A Beneficencia Portuguesa;83886793;White Knight;83886793;;29/05/2019;nexxto;Gateway;Farmacia  - Hemodialise;Nao;83886793;41.0;-35.75609756097561;APROVADO;Em estoque;-
8448916;-;-;83887688;White Knight;83887688;;18/01/2021;nexxto;Gateway; - ;Nao;83887688;56.99999999999999;-28.49122807017544;APROVADO;Em estoque;-
6744954;-;-;83887380;White Knight;83887380;;16/06/2020;nexxto;Gateway; - ;Nao;83887380;70.0;-21.942857142857143;APROVADO;Em estoque;-
9194404;-;-;83887952;White Knight;83887952;;04/05/2021;nexxto;Gateway; - ;Nao;83887952;59.0;-44.898305084745765;APROVADO;Em estoque;-
6949703;-;-;83887476;White Knight;83887476;;16/07/2020;nexxto;Gateway; - ;Nao;83887476;53.0;-17.09433962264151;APROVADO;Em estoque;-
9194424;ONC47 - UGF Talassa;Projeto Oncoclinicas;83887927;White Knight;83887927;;04/05/2021;nexxto;Gateway; - ;Nao;83887927;66.0;-35.015151515151516;APROVADO;Em estoque;-
6949712;-;-;83887484;White Knight;83887484;;16/07/2020;nexxto;Gateway; - ;Nao;83887484;56.99999999999999;-17.403508771929825;APROVADO;Em estoque;-
6744870;-;-;83887378;White Knight;83887378;;16/06/2020;nexxto;Gateway; - ;Nao;83887378;77.0;-26.87012987012987;APROVADO;Em estoque;-
3001190;Ellece/Bauducco Guarulhos;-;83886512;White Knight;83886512;;08/11/2018;nexxto;Gateway; - ;Nao;83886512;35.0;-51.31428571428572;APROVADO;Em estoque;-
5106438;Baden Vet;-;83886906;White Knight;83886906;;29/10/2019;nexxto;Gateway; - ;Nao;83886906;59.0;-50.88135593220339;APROVADO;Em estoque;-
6744877;-;-;83887240;White Knight;83887240;;16/06/2020;nexxto;Gateway; - ;Nao;83887240;69.0;-18.043478260869566;APROVADO;Em estoque;-
9194433;-;-;83887944;White Knight;83887944;;04/05/2021;nexxto;Gateway; - ;Nao;83887944;50.0;-28.18;APROVADO;Em estoque;-
6744886;-;-;83887311;White Knight;83887311;;16/06/2020;nexxto;Gateway; - ;Nao;83887311;72.0;-21.01388888888889;APROVADO;Em estoque;-
6744895;-;-;83887259;White Knight;83887259;;16/06/2020;nexxto;Gateway; - ;Nao;83887259;71.0;-21.295774647887324;APROVADO;Em estoque;-
5106449;Mundo Pet;-;83886922;White Knight;83886922;;29/10/2019;nexxto;Gateway; - ;Nao;83886922;56.99999999999999;-39.70175438596491;APROVADO;Em estoque;-
3001164;-;-;83886591;White Knight;83886591;;08/11/2018;nexxto;Gateway; - ;Nao;83886591;36.0;-40.888888888888886;APROVADO;Em estoque;-
4156248;Hirota 222;-;83886825;White Knight;83886825;;29/05/2019;nexxto;Gateway; - ;Nao;83886825;53.0;-59.320754716981135;APROVADO;Em estoque;-
6744842;-;-;83887399;White Knight;83887399;;16/06/2020;nexxto;Gateway; - ;Nao;83887399;63.0;-58.79365079365079;APROVADO;Em estoque;-
3001155;-;-;83886477;White Knight;83886477;;08/11/2018;nexxto;Gateway; - ;Nao;83886477;42.0;-35.76190476190476;APROVADO;Em estoque;-
4156239;Qualicorp - Alphaville;-;83886822;White Knight;83886822;;29/05/2019;nexxto;Gateway; - ;Nao;83886822;65.0;-24.815384615384616;APROVADO;Em estoque;-
6744852;-;-;83887307;White Knight;83887307;;16/06/2020;nexxto;Gateway; - ;Nao;83887307;72.0;-41.94444444444444;APROVADO;Em estoque;-
6761232;-;-;83887266;White Knight;83887266;;19/06/2020;nexxto;Gateway; - ;Nao;83887266;61.0;-22.229508196721312;APROVADO;Em estoque;-
6744861;-;-;83887298;White Knight;83887298;;16/06/2020;nexxto;Gateway; - ;Nao;83887298;75.0;-17.973333333333333;APROVADO;Em estoque;-
4156225;Hospital Santa Catarina;-;83886797;White Knight;83886797;;29/05/2019;nexxto;Gateway; - ;Nao;83886797;51.0;-40.19607843137255;APROVADO;Em estoque;-
8448775;-;-;83887695;White Knight;83887695;;18/01/2021;nexxto;Gateway; - ;Nao;83887695;59.0;-26.033898305084747;APROVADO;Em estoque;-
13757272;-;-;83888224;White Knight;83888224;;17/08/2022;nexxto;Gateway; - ;;83888224;49.0;-18.142857142857142;APROVADO;Em estoque;-
5106631;-;-;83886897;White Knight;83886897;;29/10/2019;nexxto;Gateway; - ;Nao;83886897;49.0;-27.183673469387756;APROVADO;Em estoque;-
9194240;-;-;83887834;White Knight;83887834;;04/05/2021;nexxto;Gateway; - ;Nao;83887834;68.0;-25.352941176470587;APROVADO;Em estoque;-
3001250;-;-;83886474;White Knight;83886474;;08/11/2018;nexxto;Gateway; - ;Nao;83886474;33.0;-42.63636363636363;APROVADO;Em estoque;-
5106654;Clinica Veterinaria - Pet Center Canoas;-;83886917;White Knight;83886917;;29/10/2019;nexxto;Gateway; - ;Nao;83886917;54.0;-27.037037037037038;APROVADO;Em estoque;-
13757254;-;-;83888250;White Knight;83888250;;17/08/2022;nexxto;Gateway; - ;;83888250;53.0;-23.71698113207547;APROVADO;Em estoque;-
8448795;-;-;83887620;White Knight;83887620;;18/01/2021;nexxto;Gateway; - ;Nao;83887620;56.99999999999999;-31.105263157894736;APROVADO;Em estoque;-
13757263;HMV - Hospital Moinhos de Vento;-;83888234;White Knight;83888234;;17/08/2022;nexxto;Gateway; - ;;83888234;54.0;-21.685185185185187;APROVADO;Em estoque;-
5106642;-;-;83886900;White Knight;83886900;;29/10/2019;nexxto;Gateway; - ;Nao;83886900;57.99999999999999;-26.879310344827587;APROVADO;Em estoque;-
13757299;-;-;83888218;White Knight;83888218;;17/08/2022;nexxto;Gateway; - ;;83888218;48.0;-29.479166666666668;APROVADO;Em estoque;-
6745029;-;-;83887385;White Knight;83887385;;16/06/2020;nexxto;Gateway; - ;Nao;83887385;66.0;-21.333333333333332;APROVADO;Em estoque;-
5106665;-;-;83886893;White Knight;83886893;;29/10/2019;nexxto;Gateway; - ;Nao;83886893;49.0;-28.6734693877551;APROVADO;Em estoque;-
7236555;-;-;83887645;White Knight;83887645;;27/08/2020;nexxto;Gateway; - ;Nao;83887645;46.0;-41.869565217391305;APROVADO;Em estoque;-
13757307;Unimed Sao Carlos - Unidade II;-;83888245;White Knight;83888245;;17/08/2022;nexxto;Gateway; - ;;83888245;63.0;-30.444444444444443;APROVADO;Em estoque;-
7236545;-;-;83887683;White Knight;83887683;;27/08/2020;nexxto;Gateway; - ;Nao;83887683;45.0;-34.28888888888889;APROVADO;Em estoque;-
8448815;-;-;83887692;White Knight;83887692;;18/01/2021;nexxto;Gateway; - ;Nao;83887692;47.0;-52.48936170212766;APROVADO;Em estoque;-
13757281;-;-;83888238;White Knight;83888238;;17/08/2022;nexxto;Gateway; - ;;83888238;51.0;-23.03921568627451;APROVADO;Em estoque;-
5106687;ONC43 - Vila da Serra;Projeto Oncoclinicas;83886920;White Knight;83886920;;29/10/2019;nexxto;Gateway; - ;Nao;83886920;39.0;-40.15384615384615;APROVADO;Em estoque;-
6745043;-;-;83887284;White Knight;83887284;;16/06/2020;nexxto;Gateway; - ;Nao;83887284;69.0;-20.130434782608695;APROVADO;Em estoque;-
13757290;ONC57 - Reuma;Projeto Oncoclinicas;83888256;White Knight;83888256;;17/08/2022;nexxto;Gateway; - ;;83888256;53.0;-21.471698113207548;APROVADO;Em estoque;-
15780685;-;-;83888359;White Knight;83888359;;28/03/2023;nexxto;Gateway; - ;;83888359;;;APROVADO;Em estoque;-
7236527;ONC39 PE - RT Recife;Projeto Oncoclinicas;83887621;White Knight;83887621;;27/08/2020;nexxto;Gateway; - ;Nao;83887621;56.00000000000001;-28.5;APROVADO;Em estoque;-
9194319;-;-;83887956;White Knight;83887956;;04/05/2021;nexxto;Gateway; - ;Nao;83887956;65.0;-33.184615384615384;APROVADO;Em estoque;-
6744997;-;-;83887382;White Knight;83887382;;16/06/2020;nexxto;Gateway; - ;Nao;83887382;75.0;-19.373333333333335;APROVADO;Em estoque;-
8448835;BP Banco de Sangue;BP - A Beneficencia Portuguesa;83887638;White Knight;83887638;;18/01/2021;nexxto;Gateway;Ambulatorio Hemoterapia - Terreo--;Nao;83887638;36.0;-26.52777777777778;APROVADO;Em estoque;-
7236518;-;-;83887607;White Knight;83887607;;27/08/2020;nexxto;Gateway; - ;Nao;83887607;47.0;-23.80851063829787;APROVADO;Em estoque;-
9194310;-;-;83887950;White Knight;83887950;;04/05/2021;nexxto;Gateway; - ;Nao;83887950;61.0;-23.901639344262296;APROVADO;Em estoque;-
13757186;ONC78 - ICM Unity ;Projeto Oncoclinicas;83888251;White Knight;83888251;;17/08/2022;nexxto;Gateway; - ;;83888251;50.0;-30.76;APROVADO;Em estoque;-
6745011;-;-;83887317;White Knight;83887317;;16/06/2020;nexxto;Gateway; - ;Nao;83887317;68.0;-20.073529411764707;APROVADO;Em estoque;-
7236536;ONC36 BA - NOB Ondina;Projeto Oncoclinicas;83887699;White Knight;83887699;;27/08/2020;nexxto;Gateway; - ;Nao;83887699;49.0;-29.714285714285715;APROVADO;Em estoque;-
6745020;-;-;83887315;White Knight;83887315;;16/06/2020;nexxto;Gateway; - ;Nao;83887315;70.0;-19.97142857142857;APROVADO;Em estoque;-
7236492;Servico de Hemato e Hemo de Sao Jose dos Campos;-;83887643;White Knight;83887643;;27/08/2020;nexxto;Gateway;Sala nobreak--;Nao;83887643;59.0;-23.576271186440678;APROVADO;Em estoque;-
13757236;-;-;83888223;White Knight;83888223;;17/08/2022;nexxto;Gateway; - ;;83888223;53.0;-18.90566037735849;APROVADO;Em estoque;-
6744961;-;-;83887392;White Knight;83887392;;16/06/2020;nexxto;Gateway; - ;Nao;83887392;72.0;-18.36111111111111;APROVADO;Em estoque;-
7236485;ONC30 ES - CECON;Projeto Oncoclinicas;83887628;White Knight;83887628;;27/08/2020;nexxto;Gateway; - ;Nao;83887628;;;REPROVADO;Em estoque;-
6744970;-;-;83887260;White Knight;83887260;;16/06/2020;nexxto;Gateway; - ;Nao;83887260;73.0;-18.15068493150685;APROVADO;Em estoque;-
13757245;ONC62 - IRV;Projeto Oncoclinicas;83888254;White Knight;83888254;;17/08/2022;nexxto;Gateway; - ;;83888254;59.0;-21.25423728813559;APROVADO;Em estoque;-
9194339;-;-;83887961;White Knight;83887961;;04/05/2021;nexxto;Gateway; - ;Nao;83887961;47.0;-31.53191489361702;APROVADO;Em estoque;-
5106620;Bercario Pet;-;83886924;White Knight;83886924;;29/10/2019;nexxto;Gateway; - ;Nao;83886924;68.0;-44.36764705882353;APROVADO;Em estoque;-
7236509;BP Mirante;BP - A Beneficencia Portuguesa;83887604;White Knight;83887604;;27/08/2020;nexxto;Gateway; - ;Nao;83887604;43.0;-26.837209302325583;APROVADO;Em estoque;-
6744979;-;-;83887349;White Knight;83887349;;16/06/2020;nexxto;Gateway; - ;Nao;83887349;75.0;-20.973333333333333;APROVADO;Em estoque;-
6744988;-;-;83887300;White Knight;83887300;;16/06/2020;nexxto;Gateway; - ;Nao;83887300;70.0;-22.84285714285714;APROVADO;Em estoque;-
9194359;-;-;83887973;White Knight;83887973;;04/05/2021;nexxto;Gateway; - ;Nao;83887973;46.0;-41.91304347826087;APROVADO;Em estoque;-
7236501;-;-;83887634;White Knight;83887634;;27/08/2020;nexxto;Gateway; - ;Nao;83887634;67.0;-58.71641791044776;APROVADO;Em estoque;-
5106609;ONC43 - Vila da Serra;Projeto Oncoclinicas;83886894;White Knight;83886894;;29/10/2019;nexxto;Gateway; - ;Nao;83886894;52.0;-29.73076923076923;APROVADO;Em estoque;-
13552842;-;-;83888196;White Knight;83888196;;21/07/2022;nexxto;Gateway; - ;;83888196;52.0;-41.19230769230769;APROVADO;Em estoque;-
5106761;Clinica Veterinaria Volta Redonda;-;83886898;White Knight;83886898;;29/10/2019;nexxto;Gateway; - ;Nao;83886898;60.0;-28.0;APROVADO;Em estoque;-
4197445;CHN Niteroi;-;83886838;White Knight;83886838;;04/06/2019;nexxto;Gateway; - ;Nao;83886838;0.0;0.0;REPROVADO;Em estoque;-
4197454;-;-;83886842;White Knight;83886842;;04/06/2019;nexxto;Gateway; - ;Nao;83886842;38.0;-35.078947368421055;APROVADO;Em estoque;-
8449166;-;-;83887625;White Knight;83887625;;18/01/2021;nexxto;Gateway; - ;Nao;83887625;57.99999999999999;-34.5;APROVADO;Em estoque;-
13552833;-;-;83888166;White Knight;83888166;;21/07/2022;nexxto;Gateway; - ;;83888166;45.0;-35.8;APROVADO;Em estoque;-
11570336;-;-;83888097;White Knight;83888097;;19/01/2022;nexxto;Gateway; - ;Nao;83888097;55.00000000000001;-36.345454545454544;APROVADO;Em estoque;-
5106783;Vet Life - Veterinaria;-;83886918;White Knight;83886918;;29/10/2019;nexxto;Gateway; - ;Nao;83886918;49.0;-39.0;APROVADO;Em estoque;-
9194655;-;-;83887933;White Knight;83887933;;04/05/2021;nexxto;Gateway; - ;Nao;83887933;35.0;-43.857142857142854;APROVADO;Em estoque;-
6745202;-;-;83887302;White Knight;83887302;;16/06/2020;nexxto;Gateway; - ;Nao;83887302;68.0;-41.4264705882353;APROVADO;Em estoque;-
11570345;-;-;83888094;White Knight;83888094;;19/01/2022;nexxto;Gateway; - ;Nao;83888094;65.0;-33.86153846153846;APROVADO;Em estoque;-
5106772;-;-;83886896;White Knight;83886896;;29/10/2019;nexxto;Gateway; - ;Nao;83886896;72.0;-51.30555555555556;APROVADO;Em estoque;-
6745211;-;-;83887381;White Knight;83887381;;16/06/2020;nexxto;Gateway; - ;Nao;83887381;43.0;-43.02325581395349;APROVADO;Em estoque;-
11570322;-;-;83888083;White Knight;83888083;;19/01/2022;nexxto;Gateway; - ;Nao;83888083;62.0;-27.741935483870968;APROVADO;Em estoque;-
5319794;-;-;83887102;White Knight;83887102;;26/11/2019;nexxto;Gateway; - ;Nao;83887102;57.99999999999999;-54.5;APROVADO;Em estoque;-
8449190;-;-;83887640;White Knight;83887640;;18/01/2021;nexxto;Gateway; - ;Nao;83887640;66.0;-28.53030303030303;APROVADO;Em estoque;-
14716103;-;-;83888337;White Knight;83888337;;30/11/2022;nexxto;Gateway; - ;;83888337;50.0;-27.7;APROVADO;Em estoque;-
